Date,ID,Tank_no,Treatment,Measurement,Value
08/11/2022 00:10:00,1A_pH,1A,AMB,pH,8.092
08/11/2022 00:10:00,2E_Tem,2E,AMB,Temp,29.7
08/11/2022 00:10:00,2E_pH,2E,AMB,pH,8.234
08/11/2022 00:20:00,2C_Tem,2C,OA,Temp,29.7
08/11/2022 00:20:00,2C_pH,2C,OA,pH,7.91
08/11/2022 00:20:00,1B_Tem,1B,OA,Temp,29.6
08/11/2022 00:20:00,1B_pH,1B,OA,pH,7.94
08/11/2022 00:20:00,2B_Tem,2B,OA,Temp,29.7
08/11/2022 00:20:00,2B_pH,2B,OA,pH,7.87
08/11/2022 00:20:00,1D_Tem,1D,OA,Temp,29.8
08/11/2022 00:20:00,1D_pH,1D,OA,pH,7.88
08/11/2022 00:20:00,2D_Tem,2D,AMB,Temp,29.6
08/11/2022 00:20:00,2D_pH,2D,AMB,pH,8.132
08/11/2022 00:20:00,1E_Tem,1E,AMB,Temp,29.6
08/11/2022 00:20:00,1E_pH,1E,AMB,pH,8.094
08/11/2022 00:20:00,1C_Tem,1C,AMB,Temp,29.6
08/11/2022 00:20:00,1C_pH,1C,AMB,pH,8.122
08/11/2022 00:20:00,2A_Tem,2A,OA,Temp,29.7
08/11/2022 00:20:00,2A_pH,2A,OA,pH,7.96
08/11/2022 00:20:00,1A_Tem,1A,AMB,Temp,29.6
08/11/2022 00:20:00,1A_pH,1A,AMB,pH,8.092
08/11/2022 00:20:00,2E_Tem,2E,AMB,Temp,29.7
08/11/2022 00:20:00,2E_pH,2E,AMB,pH,8.234
08/11/2022 00:30:00,2C_Tem,2C,OA,Temp,29.7
08/11/2022 00:30:00,2C_pH,2C,OA,pH,7.92
08/11/2022 00:30:00,1B_Tem,1B,OA,Temp,29.7
08/11/2022 00:30:00,1B_pH,1B,OA,pH,7.93
08/11/2022 00:30:00,2B_Tem,2B,OA,Temp,29.7
08/11/2022 00:30:00,2B_pH,2B,OA,pH,7.84
08/11/2022 00:30:00,1D_Tem,1D,OA,Temp,29.8
08/11/2022 00:30:00,1D_pH,1D,OA,pH,7.91
08/11/2022 00:30:00,2D_Tem,2D,AMB,Temp,29.6
08/11/2022 00:30:00,2D_pH,2D,AMB,pH,8.132
08/11/2022 00:30:00,1E_Tem,1E,AMB,Temp,29.7
08/11/2022 00:30:00,1E_pH,1E,AMB,pH,8.094
08/11/2022 00:30:00,1C_Tem,1C,AMB,Temp,29.6
08/11/2022 00:30:00,1C_pH,1C,AMB,pH,8.122
08/11/2022 00:30:00,2A_Tem,2A,OA,Temp,29.7
08/11/2022 00:30:00,2A_pH,2A,OA,pH,7.96
08/11/2022 00:30:00,1A_Tem,1A,AMB,Temp,29.6
08/11/2022 00:30:00,1A_pH,1A,AMB,pH,8.092
08/11/2022 00:30:00,2E_Tem,2E,AMB,Temp,29.7
08/11/2022 00:30:00,2E_pH,2E,AMB,pH,8.234
08/11/2022 00:40:00,2C_Tem,2C,OA,Temp,29.7
08/11/2022 00:40:00,2C_pH,2C,OA,pH,7.91
08/11/2022 00:40:00,1B_Tem,1B,OA,Temp,29.7
08/11/2022 00:40:00,1B_pH,1B,OA,pH,7.91
08/11/2022 00:40:00,2B_Tem,2B,OA,Temp,29.7
08/11/2022 00:40:00,2B_pH,2B,OA,pH,7.87
08/11/2022 00:40:00,1D_Tem,1D,OA,Temp,29.8
08/11/2022 00:40:00,1D_pH,1D,OA,pH,7.89
08/11/2022 00:40:00,2D_Tem,2D,AMB,Temp,29.6
08/11/2022 00:40:00,2D_pH,2D,AMB,pH,8.132
08/11/2022 00:40:00,1E_Tem,1E,AMB,Temp,29.7
08/11/2022 00:40:00,1E_pH,1E,AMB,pH,8.094
08/11/2022 00:40:00,1C_Tem,1C,AMB,Temp,29.7
08/11/2022 00:40:00,1C_pH,1C,AMB,pH,8.122
08/11/2022 00:40:00,2A_Tem,2A,OA,Temp,29.7
08/11/2022 00:40:00,2A_pH,2A,OA,pH,7.96
08/11/2022 00:40:00,1A_Tem,1A,AMB,Temp,29.7
08/11/2022 00:40:00,1A_pH,1A,AMB,pH,8.092
08/11/2022 00:40:00,2E_Tem,2E,AMB,Temp,29.7
08/11/2022 00:40:00,2E_pH,2E,AMB,pH,8.234
08/11/2022 00:50:00,2C_Tem,2C,OA,Temp,29.7
08/11/2022 00:50:00,2C_pH,2C,OA,pH,7.95
08/11/2022 00:50:00,1B_Tem,1B,OA,Temp,29.7
08/11/2022 00:50:00,1B_pH,1B,OA,pH,7.87
08/11/2022 00:50:00,2B_Tem,2B,OA,Temp,29.7
08/11/2022 00:50:00,2B_pH,2B,OA,pH,7.93
08/11/2022 00:50:00,1D_Tem,1D,OA,Temp,29.8
08/11/2022 00:50:00,1D_pH,1D,OA,pH,7.85
08/11/2022 00:50:00,2D_Tem,2D,AMB,Temp,29.7
08/11/2022 00:50:00,2D_pH,2D,AMB,pH,8.132
08/11/2022 00:50:00,1E_Tem,1E,AMB,Temp,29.6
08/11/2022 00:50:00,1E_pH,1E,AMB,pH,8.094
08/11/2022 00:50:00,1C_Tem,1C,AMB,Temp,29.7
08/11/2022 00:50:00,1C_pH,1C,AMB,pH,8.132
08/11/2022 00:50:00,2A_Tem,2A,OA,Temp,29.8
08/11/2022 00:50:00,2A_pH,2A,OA,pH,7.96
08/11/2022 00:50:00,1A_Tem,1A,AMB,Temp,29.7
08/11/2022 00:50:00,1A_pH,1A,AMB,pH,8.092
08/11/2022 00:50:00,2E_Tem,2E,AMB,Temp,29.7
08/11/2022 00:50:00,2E_pH,2E,AMB,pH,8.244
08/11/2022 16:40:00,2C_Tem,2C,OA,Temp,31.3
08/11/2022 16:40:00,2C_pH,2C,OA,pH,7.9
08/11/2022 16:40:00,1B_Tem,1B,OA,Temp,31.3
08/11/2022 16:40:00,1B_pH,1B,OA,pH,7.66
08/11/2022 16:40:00,2B_Tem,2B,OA,Temp,31.3
08/11/2022 16:40:00,2B_pH,2B,OA,pH,7.85
08/11/2022 16:40:00,1D_Tem,1D,OA,Temp,31.4
08/11/2022 16:40:00,1D_pH,1D,OA,pH,7.9
08/11/2022 16:40:00,2D_Tem,2D,AMB,Temp,31.3
08/11/2022 16:40:00,2D_pH,2D,AMB,pH,8.532
08/11/2022 16:40:00,1E_Tem,1E,AMB,Temp,31.2
08/11/2022 16:40:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 16:40:00,1C_Tem,1C,AMB,Temp,31.1
08/11/2022 16:40:00,1C_pH,1C,AMB,pH,8.232
08/11/2022 16:40:00,2A_Tem,2A,OA,Temp,31.2
08/11/2022 16:40:00,2A_pH,2A,OA,pH,7.88
08/11/2022 16:40:00,1A_Tem,1A,AMB,Temp,31.2
08/11/2022 16:40:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 16:40:00,2E_Tem,2E,AMB,Temp,31.1
08/11/2022 16:40:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 16:50:00,2C_Tem,2C,OA,Temp,31.3
08/11/2022 16:50:00,2C_pH,2C,OA,pH,7.95
08/11/2022 16:50:00,1B_Tem,1B,OA,Temp,31.3
08/11/2022 16:50:00,1B_pH,1B,OA,pH,7.96
08/11/2022 16:50:00,2B_Tem,2B,OA,Temp,31.3
08/11/2022 16:50:00,2B_pH,2B,OA,pH,7.89
08/11/2022 16:50:00,1D_Tem,1D,OA,Temp,31.5
08/11/2022 16:50:00,1D_pH,1D,OA,pH,7.86
08/11/2022 16:50:00,2D_Tem,2D,AMB,Temp,31.3
08/11/2022 16:50:00,2D_pH,2D,AMB,pH,8.532
08/11/2022 16:50:00,1E_Tem,1E,AMB,Temp,31.2
08/11/2022 16:50:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 16:50:00,1C_Tem,1C,AMB,Temp,31.1
08/11/2022 16:50:00,1C_pH,1C,AMB,pH,8.242
08/11/2022 16:50:00,2A_Tem,2A,OA,Temp,31.1
08/11/2022 16:50:00,2A_pH,2A,OA,pH,7.96
08/11/2022 16:50:00,1A_Tem,1A,AMB,Temp,31.1
08/11/2022 16:50:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 16:50:00,2E_Tem,2E,AMB,Temp,31.2
08/11/2022 16:50:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 17:00:00,2C_Tem,2C,OA,Temp,31.3
08/11/2022 17:00:00,2C_pH,2C,OA,pH,7.97
08/11/2022 17:00:00,1B_Tem,1B,OA,Temp,31.3
08/11/2022 17:00:00,1B_pH,1B,OA,pH,7.9
08/11/2022 17:00:00,2B_Tem,2B,OA,Temp,31.3
08/11/2022 17:00:00,2B_pH,2B,OA,pH,7.91
08/11/2022 17:00:00,1D_Tem,1D,OA,Temp,31.4
08/11/2022 17:00:00,1D_pH,1D,OA,pH,7.88
08/11/2022 17:00:00,2D_Tem,2D,AMB,Temp,31.3
08/11/2022 17:00:00,2D_pH,2D,AMB,pH,8.512
08/11/2022 17:00:00,1E_Tem,1E,AMB,Temp,31.2
08/11/2022 17:00:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 17:00:00,1C_Tem,1C,AMB,Temp,31.1
08/11/2022 17:00:00,1C_pH,1C,AMB,pH,8.242
08/11/2022 17:00:00,2A_Tem,2A,OA,Temp,31.1
08/11/2022 17:00:00,2A_pH,2A,OA,pH,7.9
08/11/2022 17:00:00,1A_Tem,1A,AMB,Temp,31.1
08/11/2022 17:00:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 17:00:00,2E_Tem,2E,AMB,Temp,31.1
08/11/2022 17:00:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 17:10:00,2C_Tem,2C,OA,Temp,31.2
08/11/2022 17:10:00,2C_pH,2C,OA,pH,7.95
08/11/2022 17:10:00,1B_Tem,1B,OA,Temp,31.2
08/11/2022 17:10:00,1B_pH,1B,OA,pH,7.82
08/11/2022 17:10:00,2B_Tem,2B,OA,Temp,31.2
08/11/2022 17:10:00,2B_pH,2B,OA,pH,7.93
08/11/2022 17:10:00,1D_Tem,1D,OA,Temp,31.3
08/11/2022 17:10:00,1D_pH,1D,OA,pH,7.88
08/11/2022 17:10:00,2D_Tem,2D,AMB,Temp,31.2
08/11/2022 17:10:00,2D_pH,2D,AMB,pH,8.452
08/11/2022 17:10:00,1E_Tem,1E,AMB,Temp,31.1
08/11/2022 17:10:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 17:10:00,1C_Tem,1C,AMB,Temp,31.1
08/11/2022 17:10:00,1C_pH,1C,AMB,pH,8.242
08/11/2022 17:10:00,2A_Tem,2A,OA,Temp,31.1
08/11/2022 17:10:00,2A_pH,2A,OA,pH,7.92
08/11/2022 17:10:00,1A_Tem,1A,AMB,Temp,31.1
08/11/2022 17:10:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 17:10:00,2E_Tem,2E,AMB,Temp,31.1
08/11/2022 17:10:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 17:20:00,2C_Tem,2C,OA,Temp,31.1
08/11/2022 17:20:00,2C_pH,2C,OA,pH,7.93
08/11/2022 17:20:00,1B_Tem,1B,OA,Temp,31.1
08/11/2022 17:20:00,1B_pH,1B,OA,pH,7.79
08/11/2022 17:20:00,2B_Tem,2B,OA,Temp,31.2
08/11/2022 17:20:00,2B_pH,2B,OA,pH,7.9
08/11/2022 17:20:00,1D_Tem,1D,OA,Temp,31.2
08/11/2022 17:20:00,1D_pH,1D,OA,pH,7.85
08/11/2022 17:20:00,2D_Tem,2D,AMB,Temp,31.1
08/11/2022 17:20:00,2D_pH,2D,AMB,pH,8.412
08/11/2022 17:20:00,1E_Tem,1E,AMB,Temp,31
08/11/2022 17:20:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 17:20:00,1C_Tem,1C,AMB,Temp,31
08/11/2022 17:20:00,1C_pH,1C,AMB,pH,8.232
08/11/2022 17:20:00,2A_Tem,2A,OA,Temp,31.1
08/11/2022 17:20:00,2A_pH,2A,OA,pH,7.95
08/11/2022 17:20:00,1A_Tem,1A,AMB,Temp,31.1
08/11/2022 17:20:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 17:20:00,2E_Tem,2E,AMB,Temp,31
08/11/2022 17:20:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 17:30:00,2C_Tem,2C,OA,Temp,31.1
08/11/2022 17:30:00,2C_pH,2C,OA,pH,7.87
08/11/2022 17:30:00,1B_Tem,1B,OA,Temp,31.1
08/11/2022 17:30:00,1B_pH,1B,OA,pH,7.93
08/11/2022 17:30:00,2B_Tem,2B,OA,Temp,31.1
08/11/2022 17:30:00,2B_pH,2B,OA,pH,7.84
08/11/2022 17:30:00,1D_Tem,1D,OA,Temp,31.2
08/11/2022 17:30:00,1D_pH,1D,OA,pH,7.91
08/11/2022 17:30:00,2D_Tem,2D,AMB,Temp,31.1
08/11/2022 17:30:00,2D_pH,2D,AMB,pH,8.382
08/11/2022 17:30:00,1E_Tem,1E,AMB,Temp,31
08/11/2022 17:30:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 17:30:00,1C_Tem,1C,AMB,Temp,31
08/11/2022 17:30:00,1C_pH,1C,AMB,pH,8.232
08/11/2022 17:30:00,2A_Tem,2A,OA,Temp,31
08/11/2022 17:30:00,2A_pH,2A,OA,pH,7.87
08/11/2022 17:30:00,1A_Tem,1A,AMB,Temp,31
08/11/2022 17:30:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 17:30:00,2E_Tem,2E,AMB,Temp,31
08/11/2022 17:30:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 17:40:00,2C_Tem,2C,OA,Temp,31
08/11/2022 17:40:00,2C_pH,2C,OA,pH,7.85
08/11/2022 17:40:00,1B_Tem,1B,OA,Temp,31
08/11/2022 17:40:00,1B_pH,1B,OA,pH,7.91
08/11/2022 17:40:00,2B_Tem,2B,OA,Temp,31.1
08/11/2022 17:40:00,2B_pH,2B,OA,pH,7.83
08/11/2022 17:40:00,1D_Tem,1D,OA,Temp,31.1
08/11/2022 17:40:00,1D_pH,1D,OA,pH,7.81
08/11/2022 17:40:00,2D_Tem,2D,AMB,Temp,31
08/11/2022 17:40:00,2D_pH,2D,AMB,pH,8.342
08/11/2022 17:40:00,1E_Tem,1E,AMB,Temp,30.9
08/11/2022 17:40:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 17:40:00,1C_Tem,1C,AMB,Temp,30.9
08/11/2022 17:40:00,1C_pH,1C,AMB,pH,8.242
08/11/2022 17:40:00,2A_Tem,2A,OA,Temp,31
08/11/2022 17:40:00,2A_pH,2A,OA,pH,7.97
08/11/2022 17:40:00,1A_Tem,1A,AMB,Temp,31
08/11/2022 17:40:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 17:40:00,2E_Tem,2E,AMB,Temp,30.9
08/11/2022 17:40:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 17:50:00,2C_Tem,2C,OA,Temp,31
08/11/2022 17:50:00,2C_pH,2C,OA,pH,7.97
08/11/2022 17:50:00,1B_Tem,1B,OA,Temp,31
08/11/2022 17:50:00,1B_pH,1B,OA,pH,7.86
08/11/2022 17:50:00,2B_Tem,2B,OA,Temp,31
08/11/2022 17:50:00,2B_pH,2B,OA,pH,7.89
08/11/2022 17:50:00,1D_Tem,1D,OA,Temp,31.1
08/11/2022 17:50:00,1D_pH,1D,OA,pH,7.86
08/11/2022 17:50:00,2D_Tem,2D,AMB,Temp,31
08/11/2022 17:50:00,2D_pH,2D,AMB,pH,8.292
08/11/2022 17:50:00,1E_Tem,1E,AMB,Temp,30.8
08/11/2022 17:50:00,1E_pH,1E,AMB,pH,8.174
08/11/2022 17:50:00,1C_Tem,1C,AMB,Temp,30.8
08/11/2022 17:50:00,1C_pH,1C,AMB,pH,8.232
08/11/2022 17:50:00,2A_Tem,2A,OA,Temp,30.9
08/11/2022 17:50:00,2A_pH,2A,OA,pH,7.9
08/11/2022 17:50:00,1A_Tem,1A,AMB,Temp,30.8
08/11/2022 17:50:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 17:50:00,2E_Tem,2E,AMB,Temp,30.8
08/11/2022 17:50:00,2E_pH,2E,AMB,pH,8.384
08/11/2022 18:00:00,2C_Tem,2C,OA,Temp,30.9
08/11/2022 18:00:00,2C_pH,2C,OA,pH,7.97
08/11/2022 18:00:00,1B_Tem,1B,OA,Temp,31
08/11/2022 18:00:00,1B_pH,1B,OA,pH,7.88
08/11/2022 18:00:00,2B_Tem,2B,OA,Temp,30.9
08/11/2022 18:00:00,2B_pH,2B,OA,pH,7.85
08/11/2022 18:00:00,1D_Tem,1D,OA,Temp,31.1
08/11/2022 18:00:00,1D_pH,1D,OA,pH,7.87
08/11/2022 18:00:00,2D_Tem,2D,AMB,Temp,31
08/11/2022 18:00:00,2D_pH,2D,AMB,pH,8.252
08/11/2022 18:00:00,1E_Tem,1E,AMB,Temp,30.9
08/11/2022 18:00:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 18:00:00,1C_Tem,1C,AMB,Temp,30.8
08/11/2022 18:00:00,1C_pH,1C,AMB,pH,8.222
08/11/2022 18:00:00,2A_Tem,2A,OA,Temp,30.8
08/11/2022 18:00:00,2A_pH,2A,OA,pH,7.91
08/11/2022 18:00:00,1A_Tem,1A,AMB,Temp,30.8
08/11/2022 18:00:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 18:00:00,2E_Tem,2E,AMB,Temp,30.8
08/11/2022 18:00:00,2E_pH,2E,AMB,pH,8.374
08/11/2022 18:10:00,2C_Tem,2C,OA,Temp,30.8
08/11/2022 18:10:00,2C_pH,2C,OA,pH,7.98
08/11/2022 18:10:00,1B_Tem,1B,OA,Temp,30.9
08/11/2022 18:10:00,1B_pH,1B,OA,pH,7.9
08/11/2022 18:10:00,2B_Tem,2B,OA,Temp,30.9
08/11/2022 18:10:00,2B_pH,2B,OA,pH,7.9
08/11/2022 18:10:00,1D_Tem,1D,OA,Temp,31
08/11/2022 18:10:00,1D_pH,1D,OA,pH,7.89
08/11/2022 18:10:00,2D_Tem,2D,AMB,Temp,30.8
08/11/2022 18:10:00,2D_pH,2D,AMB,pH,8.212
08/11/2022 18:10:00,1E_Tem,1E,AMB,Temp,30.8
08/11/2022 18:10:00,1E_pH,1E,AMB,pH,8.164
08/11/2022 18:10:00,1C_Tem,1C,AMB,Temp,30.7
08/11/2022 18:10:00,1C_pH,1C,AMB,pH,8.222
08/11/2022 18:10:00,2A_Tem,2A,OA,Temp,30.8
08/11/2022 18:10:00,2A_pH,2A,OA,pH,7.95
08/11/2022 18:10:00,1A_Tem,1A,AMB,Temp,30.8
08/11/2022 18:10:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 18:10:00,2E_Tem,2E,AMB,Temp,30.7
08/11/2022 18:10:00,2E_pH,2E,AMB,pH,8.364
08/11/2022 18:20:00,2C_Tem,2C,OA,Temp,30.8
08/11/2022 18:20:00,2C_pH,2C,OA,pH,7.94
08/11/2022 18:20:00,1B_Tem,1B,OA,Temp,30.7
08/11/2022 18:20:00,1B_pH,1B,OA,pH,7.92
08/11/2022 18:20:00,2B_Tem,2B,OA,Temp,30.8
08/11/2022 18:20:00,2B_pH,2B,OA,pH,7.93
08/11/2022 18:20:00,1D_Tem,1D,OA,Temp,31
08/11/2022 18:20:00,1D_pH,1D,OA,pH,7.83
08/11/2022 18:20:00,2D_Tem,2D,AMB,Temp,30.8
08/11/2022 18:20:00,2D_pH,2D,AMB,pH,8.172
08/11/2022 18:20:00,1E_Tem,1E,AMB,Temp,30.7
08/11/2022 18:20:00,1E_pH,1E,AMB,pH,8.154
08/11/2022 18:20:00,1C_Tem,1C,AMB,Temp,30.6
08/11/2022 18:20:00,1C_pH,1C,AMB,pH,8.212
08/11/2022 18:20:00,2A_Tem,2A,OA,Temp,30.7
08/11/2022 18:20:00,2A_pH,2A,OA,pH,7.88
08/11/2022 18:20:00,1A_Tem,1A,AMB,Temp,30.7
08/11/2022 18:20:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 18:20:00,2E_Tem,2E,AMB,Temp,30.7
08/11/2022 18:20:00,2E_pH,2E,AMB,pH,8.364
08/11/2022 18:30:00,2C_Tem,2C,OA,Temp,30.8
08/11/2022 18:30:00,2C_pH,2C,OA,pH,7.9
08/11/2022 18:30:00,1B_Tem,1B,OA,Temp,30.7
08/11/2022 18:30:00,1B_pH,1B,OA,pH,7.93
08/11/2022 18:30:00,2B_Tem,2B,OA,Temp,30.8
08/11/2022 18:30:00,2B_pH,2B,OA,pH,7.89
08/11/2022 18:30:00,1D_Tem,1D,OA,Temp,30.9
08/11/2022 18:30:00,1D_pH,1D,OA,pH,7.91
08/11/2022 18:30:00,2D_Tem,2D,AMB,Temp,30.8
08/11/2022 18:30:00,2D_pH,2D,AMB,pH,8.122
08/11/2022 18:30:00,1E_Tem,1E,AMB,Temp,30.7
08/11/2022 18:30:00,1E_pH,1E,AMB,pH,8.154
08/11/2022 18:30:00,1C_Tem,1C,AMB,Temp,30.6
08/11/2022 18:30:00,1C_pH,1C,AMB,pH,8.212
08/11/2022 18:30:00,2A_Tem,2A,OA,Temp,30.7
08/11/2022 18:30:00,2A_pH,2A,OA,pH,7.95
08/11/2022 18:30:00,1A_Tem,1A,AMB,Temp,30.6
08/11/2022 18:30:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 18:30:00,2E_Tem,2E,AMB,Temp,30.6
08/11/2022 18:30:00,2E_pH,2E,AMB,pH,8.364
08/11/2022 18:40:00,2C_Tem,2C,OA,Temp,30.7
08/11/2022 18:40:00,2C_pH,2C,OA,pH,7.88
08/11/2022 18:40:00,1B_Tem,1B,OA,Temp,30.7
08/11/2022 18:40:00,1B_pH,1B,OA,pH,7.94
08/11/2022 18:40:00,2B_Tem,2B,OA,Temp,30.7
08/11/2022 18:40:00,2B_pH,2B,OA,pH,7.85
08/11/2022 18:40:00,1D_Tem,1D,OA,Temp,30.8
08/11/2022 18:40:00,1D_pH,1D,OA,pH,7.86
08/11/2022 18:40:00,2D_Tem,2D,AMB,Temp,30.7
08/11/2022 18:40:00,2D_pH,2D,AMB,pH,8.062
08/11/2022 18:40:00,1E_Tem,1E,AMB,Temp,30.6
08/11/2022 18:40:00,1E_pH,1E,AMB,pH,8.154
08/11/2022 18:40:00,1C_Tem,1C,AMB,Temp,30.5
08/11/2022 18:40:00,1C_pH,1C,AMB,pH,8.212
08/11/2022 18:40:00,2A_Tem,2A,OA,Temp,30.6
08/11/2022 18:40:00,2A_pH,2A,OA,pH,7.95
08/11/2022 18:40:00,1A_Tem,1A,AMB,Temp,30.6
08/11/2022 18:40:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 18:40:00,2E_Tem,2E,AMB,Temp,30.6
08/11/2022 18:40:00,2E_pH,2E,AMB,pH,8.364
08/11/2022 18:50:00,2C_Tem,2C,OA,Temp,30.6
08/11/2022 18:50:00,2C_pH,2C,OA,pH,7.88
08/11/2022 18:50:00,1B_Tem,1B,OA,Temp,30.6
08/11/2022 18:50:00,1B_pH,1B,OA,pH,7.96
08/11/2022 18:50:00,2B_Tem,2B,OA,Temp,30.6
08/11/2022 18:50:00,2B_pH,2B,OA,pH,7.89
08/11/2022 18:50:00,1D_Tem,1D,OA,Temp,30.8
08/11/2022 18:50:00,1D_pH,1D,OA,pH,7.86
08/11/2022 18:50:00,2D_Tem,2D,AMB,Temp,30.6
08/11/2022 18:50:00,2D_pH,2D,AMB,pH,8.012
08/11/2022 18:50:00,1E_Tem,1E,AMB,Temp,30.6
08/11/2022 18:50:00,1E_pH,1E,AMB,pH,8.154
08/11/2022 18:50:00,1C_Tem,1C,AMB,Temp,30.4
08/11/2022 18:50:00,1C_pH,1C,AMB,pH,8.212
08/11/2022 18:50:00,2A_Tem,2A,OA,Temp,30.5
08/11/2022 18:50:00,2A_pH,2A,OA,pH,7.87
08/11/2022 18:50:00,1A_Tem,1A,AMB,Temp,30.5
08/11/2022 18:50:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 18:50:00,2E_Tem,2E,AMB,Temp,30.5
08/11/2022 18:50:00,2E_pH,2E,AMB,pH,8.364
08/11/2022 19:00:00,2C_Tem,2C,OA,Temp,30.6
08/11/2022 19:00:00,2C_pH,2C,OA,pH,7.86
08/11/2022 19:00:00,1B_Tem,1B,OA,Temp,30.6
08/11/2022 19:00:00,1B_pH,1B,OA,pH,7.96
08/11/2022 19:00:00,2B_Tem,2B,OA,Temp,30.6
08/11/2022 19:00:00,2B_pH,2B,OA,pH,7.92
08/11/2022 19:00:00,1D_Tem,1D,OA,Temp,30.7
08/11/2022 19:00:00,1D_pH,1D,OA,pH,7.91
08/11/2022 19:00:00,2D_Tem,2D,AMB,Temp,30.6
08/11/2022 19:00:00,2D_pH,2D,AMB,pH,8.012
08/11/2022 19:00:00,1E_Tem,1E,AMB,Temp,30.6
08/11/2022 19:00:00,1E_pH,1E,AMB,pH,8.144
08/11/2022 19:00:00,1C_Tem,1C,AMB,Temp,30.4
08/11/2022 19:00:00,1C_pH,1C,AMB,pH,8.212
08/11/2022 19:00:00,2A_Tem,2A,OA,Temp,30.5
08/11/2022 19:00:00,2A_pH,2A,OA,pH,7.96
08/11/2022 19:00:00,1A_Tem,1A,AMB,Temp,30.5
08/11/2022 19:00:00,1A_pH,1A,AMB,pH,8.202
08/11/2022 19:00:00,2E_Tem,2E,AMB,Temp,30.5
08/11/2022 19:00:00,2E_pH,2E,AMB,pH,8.344
08/11/2022 19:10:00,2C_Tem,2C,OA,Temp,30.6
08/11/2022 19:10:00,2C_pH,2C,OA,pH,7.87
08/11/2022 19:10:00,1B_Tem,1B,OA,Temp,30.5
08/11/2022 19:10:00,1B_pH,1B,OA,pH,7.9
08/11/2022 19:10:00,2B_Tem,2B,OA,Temp,30.6
08/11/2022 19:10:00,2B_pH,2B,OA,pH,7.91
08/11/2022 19:10:00,1D_Tem,1D,OA,Temp,30.7
08/11/2022 19:10:00,1D_pH,1D,OA,pH,7.88
08/11/2022 19:10:00,2D_Tem,2D,AMB,Temp,30.6
08/11/2022 19:10:00,2D_pH,2D,AMB,pH,7.772
08/11/2022 19:10:00,1E_Tem,1E,AMB,Temp,30.5
08/11/2022 19:10:00,1E_pH,1E,AMB,pH,8.104
08/11/2022 19:10:00,1C_Tem,1C,AMB,Temp,30.5
08/11/2022 19:10:00,1C_pH,1C,AMB,pH,8.162
08/11/2022 19:10:00,2A_Tem,2A,OA,Temp,30.5
08/11/2022 19:10:00,2A_pH,2A,OA,pH,7.85
08/11/2022 19:10:00,1A_Tem,1A,AMB,Temp,30.5
08/11/2022 19:10:00,1A_pH,1A,AMB,pH,8.172
08/11/2022 19:10:00,2E_Tem,2E,AMB,Temp,30.5
08/11/2022 19:10:00,2E_pH,2E,AMB,pH,8.264
08/11/2022 19:20:00,2C_Tem,2C,OA,Temp,30.5
08/11/2022 19:20:00,2C_pH,2C,OA,pH,7.91
08/11/2022 19:20:00,1B_Tem,1B,OA,Temp,30.5
08/11/2022 19:20:00,1B_pH,1B,OA,pH,7.94
08/11/2022 19:20:00,2B_Tem,2B,OA,Temp,30.6
08/11/2022 19:20:00,2B_pH,2B,OA,pH,7.9
08/11/2022 19:20:00,1D_Tem,1D,OA,Temp,30.7
08/11/2022 19:20:00,1D_pH,1D,OA,pH,7.83
08/11/2022 19:20:00,2D_Tem,2D,AMB,Temp,30.5
08/11/2022 19:20:00,2D_pH,2D,AMB,pH,7.732
08/11/2022 19:20:00,1E_Tem,1E,AMB,Temp,30.5
08/11/2022 19:20:00,1E_pH,1E,AMB,pH,8.084
08/11/2022 19:20:00,1C_Tem,1C,AMB,Temp,30.5
08/11/2022 19:20:00,1C_pH,1C,AMB,pH,8.142
08/11/2022 19:20:00,2A_Tem,2A,OA,Temp,30.6
